"DAY","INTERVAL_15MIN","PLANNED_LANES_SECURITY","TRANSFERFILTER_EF"
"2017-07-13","10:30","19","154"
"2017-07-13","10:45","19","117"
"2017-07-13","11:0","19","99"
"2017-07-13","11:15","19","107"
"2017-07-13","11:30","19","0"
"2017-07-13","11:45","19","110"
"2017-07-13","12:0","19","153"
"2017-07-13","12:15","19","0"
"2017-07-13","12:30","19","189"
"2017-07-13","12:45","19","56"
"2017-07-13","13:0","19","0"
"2017-07-13","13:15","19","110"
"2017-07-13","13:30","19","13"
"2017-07-13","13:45","19","0"
"2017-07-13","14:0","19","0"
"2017-07-13","14:15","19","0"
"2017-07-13","14:30","19","0"
"2017-07-13","14:45","19","227"
"2017-07-13","15:0","19","131"
"2017-07-13","15:15","19","288"
"2017-07-13","15:30","19","428"
"2017-07-13","15:45","19","156"
"2017-07-13","16:0","19","174"
"2017-07-13","16:15","19","13"
"2017-07-13","16:30","19","0"
"2017-07-13","16:45","19","0"
"2017-07-13","17:0","19","0"
"2017-07-13","17:15","19","0"
"2017-07-13","17:30","19","1"
"2017-07-13","17:45","19","5"
"2017-07-13","18:0","19","231"
"2017-07-13","18:15","19","123"
"2017-07-13","18:30","19","245"
"2017-07-13","18:45","19","98"
"2017-07-13","19:0","19","279"
"2017-07-13","19:15","19","59"
"2017-07-13","19:30","19","100"
"2017-07-13","19:45","19","1"
"2017-07-13","1:0","19","0"
"2017-07-13","1:15","19","0"
"2017-07-13","1:30","19","0"
"2017-07-13","1:45","19","0"
"2017-07-13","20:0","19","0"
"2017-07-13","20:15","19","0"
"2017-07-13","20:30","19","0"
"2017-07-13","20:45","19","0"
"2017-07-13","21:0","19","1"
"2017-07-13","21:15","19","0"
"2017-07-13","21:30","19","0"
"2017-07-13","21:45","19","16"
"2017-07-13","22:0","19","0"
"2017-07-13","22:15","19","0"
"2017-07-13","22:30","19","0"
"2017-07-13","22:45","19","0"
"2017-07-13","23:0","19","0"
"2017-07-13","23:15","19","0"
"2017-07-13","23:30","19","0"
"2017-07-13","23:45","19","0"
"2017-07-13","2:0","19","0"
"2017-07-13","2:15","19","0"
"2017-07-13","2:30","19","0"
"2017-07-13","2:45","19","0"
"2017-07-13","3:0","19","0"
"2017-07-13","3:15","19","0"
"2017-07-13","3:30","19","0"
"2017-07-13","3:45","19","0"
"2017-07-13","4:0","19","0"
"2017-07-13","4:15","19","0"
"2017-07-13","4:30","19","0"
"2017-07-13","4:45","19","67"
"2017-07-13","5:0","19","239"
"2017-07-13","5:15","19","109"
"2017-07-13","5:30","19","59"
"2017-07-13","5:45","19","133"
"2017-07-13","6:0","19","182"
"2017-07-13","6:15","19","262"
"2017-07-13","6:30","19","268"
"2017-07-13","6:45","19","303"
"2017-07-13","7:0","19","595"
"2017-07-13","7:15","19","460"
"2017-07-13","7:30","19","416"
"2017-07-13","7:45","19","369"
"2017-07-13","8:0","19","77"
"2017-07-13","8:15","19","303"
"2017-07-13","8:30","19","177"
"2017-07-13","8:45","19","352"
"2017-07-13","9:0","19","106"
"2017-07-13","9:15","19","0"
"2017-07-13","9:30","19","0"
"2017-07-13","9:45","19","0"
"2017-07-14","0:0","19","1"
"2017-07-14","0:15","19","1"
"2017-07-14","0:30","19","0"
"2017-07-14","0:45","19","0"
"2017-07-14","10:0","19","58"
"2017-07-14","10:15","19","202"
"2017-07-14","10:30","19","145"
"2017-07-14","10:45","19","245"
"2017-07-14","11:0","19","108"
"2017-07-14","11:15","19","47"
"2017-07-14","11:30","19","0"
"2017-07-14","11:45","19","124"
"2017-07-14","12:0","19","177"
"2017-07-14","12:15","19","0"
"2017-07-14","12:30","19","211"
"2017-07-14","12:45","19","49"
"2017-07-14","13:0","19","0"
"2017-07-14","13:15","19","138"
"2017-07-14","13:30","19","50"
"2017-07-14","13:45","19","0"
"2017-07-14","14:0","19","0"
"2017-07-14","14:15","19","38"
"2017-07-14","14:30","19","141"
"2017-07-14","14:45","19","243"
"2017-07-14","15:0","19","136"
"2017-07-14","15:15","19","286"
"2017-07-14","15:30","19","472"
"2017-07-14","15:45","19","172"
"2017-07-14","16:0","19","188"
"2017-07-14","16:15","19","7"
"2017-07-14","16:30","19","0"
"2017-07-14","16:45","19","0"
"2017-07-14","17:0","19","0"
"2017-07-14","17:15","19","0"
"2017-07-14","17:30","19","0"
"2017-07-14","17:45","19","0"
"2017-07-14","18:0","19","189"
"2017-07-14","18:15","19","224"
"2017-07-14","18:30","19","172"
"2017-07-14","18:45","19","235"
"2017-07-14","19:0","19","152"
"2017-07-14","19:15","19","3"
"2017-07-14","19:30","19","80"
"2017-07-14","19:45","19","0"
"2017-07-14","1:0","19","0"
"2017-07-14","1:15","19","0"
"2017-07-14","1:30","19","0"
"2017-07-14","1:45","19","0"
"2017-07-14","20:0","19","0"
"2017-07-14","20:15","19","0"
"2017-07-14","20:30","19","0"
"2017-07-14","20:45","19","0"
"2017-07-14","21:0","19","0"
"2017-07-14","21:15","19","0"
"2017-07-14","21:30","19","0"
"2017-07-14","21:45","19","17"
"2017-07-14","22:0","19","0"
"2017-07-14","22:15","19","0"
"2017-07-14","22:30","19","0"
"2017-07-14","22:45","19","0"
"2017-07-14","23:0","19","0"
"2017-07-14","23:15","19","0"
"2017-07-14","23:30","19","0"
"2017-07-14","23:45","19","0"
"2017-07-14","2:0","19","0"
"2017-07-14","2:15","19","0"
"2017-07-14","2:30","19","0"
"2017-07-14","2:45","19","0"
"2017-07-14","3:0","19","0"
"2017-07-14","3:15","19","0"
"2017-07-14","3:30","19","0"
"2017-07-14","3:45","19","0"
"2017-07-14","4:0","19","0"
"2017-07-14","4:15","19","0"
"2017-07-14","4:30","19","0"
"2017-07-14","4:45","19","56"
"2017-07-14","5:0","19","145"
"2017-07-14","5:15","19","100"
"2017-07-14","5:30","19","62"
"2017-07-14","5:45","19","146"
"2017-07-14","6:0","19","219"
"2017-07-14","6:15","19","293"
"2017-07-14","6:30","19","248"
"2017-07-14","6:45","19","364"
"2017-07-14","7:0","19","430"
"2017-07-14","7:15","19","599"
"2017-07-14","7:30","19","474"
"2017-07-14","7:45","19","579"
"2017-07-14","8:0","19","75"
"2017-07-14","8:15","19","214"
"2017-07-14","8:30","19","156"
"2017-07-14","8:45","19","323"
"2017-07-14","9:0","19","126"
"2017-07-14","9:15","19","0"
"2017-07-14","9:30","19","0"
"2017-07-14","9:45","19","0"
